Total Rows: 19009

===== Group: ('NA', 'a6cb7db6850459b954f7272e14d770617022639f8847cf25e6859b9453a03813') (Count: 29) =====
Column                         | Count    | Mean       | Min        | Max        | Std        | Unique   | Most Frequent                           
cta_msg_type_illuminating      |      460 |       0.38 |        0.0 |        1.0 |       0.49 |        - | -                                       
engagement_cta_subtype_illuminating |      460 |       0.28 |        0.0 |        1.0 |       0.45 |        - | -                                       
fundraising_cta_subtype_illuminating |      460 |       0.05 |        0.0 |        1.0 |       0.21 |        - | -                                       
voting_cta_subtype_illuminating |      460 |       0.03 |        0.0 |        1.0 |       0.16 |        - | -                                       
covid_topic_illuminating       |      460 |       0.05 |        0.0 |        1.0 |       0.23 |        - | -                                       
economy_topic_illuminating     |      460 |       0.05 |        0.0 |        1.0 |       0.21 |        - | -                                       
education_topic_illuminating   |      460 |       0.02 |        0.0 |        1.0 |       0.12 |        - | -                                       
environment_topic_illuminating |      460 |       0.04 |        0.0 |        1.0 |       0.19 |        - | -                                       
foreign_policy_topic_illuminating |      460 |       0.04 |        0.0 |        1.0 |        0.2 |        - | -                                       
governance_topic_illuminating  |      460 |       0.03 |        0.0 |        1.0 |       0.16 |        - | -                                       
health_topic_illuminating      |      460 |       0.04 |        0.0 |        1.0 |       0.19 |        - | -                                       
immigration_topic_illuminating |      460 |       0.01 |        0.0 |        1.0 |       0.09 |        - | -                                       
lgbtq_issues_topic_illuminating |      460 |       0.02 |        0.0 |        1.0 |       0.15 |        - | -                                       
military_topic_illuminating    |      460 |       0.01 |        0.0 |        1.0 |       0.11 |        - | -                                       
race_and_ethnicity_topic_illuminating |      460 |        0.1 |        0.0 |        1.0 |       0.29 |        - | -                                       
safety_topic_illuminating      |      460 |       0.04 |        0.0 |        1.0 |       0.19 |        - | -                                       
social_and_cultural_topic_illuminating |      460 |       0.11 |        0.0 |        1.0 |       0.31 |        - | -                                       
technology_and_privacy_topic_illuminatin... |      460 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
womens_issue_topic_illuminating |      460 |       0.02 |        0.0 |        1.0 |       0.13 |        - | -                                       
incivility_illuminating        |      460 |       0.12 |        0.0 |        1.0 |       0.33 |        - | -                                       
scam_illuminating              |      460 |       0.04 |        0.0 |        1.0 |       0.19 |        - | -                                       
freefair_illuminating          |      460 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
fraud_illuminating             |      460 |        0.0 |        0.0 |        1.0 |       0.05 |        - | -                                       

===== Group: ('NA', 'be8f65731d2b8c239809bdb13e9abae804fe2d074a9b75e034a81d2ae578e4bb') (Count: 136) =====
Column                         | Count    | Mean       | Min        | Max        | Std        | Unique   | Most Frequent                           
---------------------------------------------------------------------------------------------------------------------------------------------------
Facebook_Id                    |      136 |          - |          - |          - |          - |        1 | be8f65731d2b8c239809bdb13e9abae804fe2d07...
post_id                        |      136 |          - |          - |          - |          - |      136 | f95ec29b3bc85c05b42853381207ce7b5475cba4...
Page Category                  |      136 |          - |          - |          - |          - |        1 | POLITICIAN (Count: 136)                 
Page Admin Top Country         |      136 |          - |          - |          - |          - |        1 | US (Count: 136)                         
Post Created                   |      136 |          - |          - |          - |          - |      136 | 2023-09-07 11:51:19 EDT (Count: 1)      
Post Created Date              |      136 |          - |          - |          - |          - |       75 | 2023-10-04 (Count: 5)                   
Post Created Time              |      136 |          - |          - |          - |          - |      136 | 11:51:19 (Count: 1)                     
Type                           |      136 |          - |          - |          - |          - |        7 | Native Video (Count: 71)                
Total Interactions             |      136 |     495.68 |      140.0 |      964.0 |     222.01 |       33 | 3,352 (Count: 1)                        
Likes                          |      136 |      193.6 |       33.0 |      839.0 |     145.81 |        - | -                                       
Comments                       |      136 |     434.46 |       34.0 |     3597.0 |     434.15 |        - | -                                       
Shares                         |      136 |       19.1 |        0.0 |      157.0 |      23.98 |        - | -                                       
Love                           |      136 |      26.65 |        2.0 |      247.0 |       28.1 |        - | -                                       
Wow                            |      136 |       1.24 |        0.0 |       15.0 |        2.3 |        - | -                                       
Haha                           |      136 |      91.09 |        6.0 |      669.0 |      91.04 |        - | -                                       
Sad                            |      136 |        2.1 |        0.0 |       36.0 |       6.11 |        - | -                                       
Angry                          |      136 |       11.4 |        0.0 |      118.0 |      17.16 |        - | -                                       
Care                           |      136 |       3.26 |        0.0 |       84.0 |       9.42 |        - | -                                       
Video Share Status             |       93 |          - |          - |          - |          - |        1 | owned (Count: 93)                       
Is Video Owner?                |      136 |          - |          - |          - |          - |        2 | Yes (Count: 93)                         
Post Views                     |      136 |    4428.54 |        0.0 |    37243.0 |    7279.09 |        - | -                                       
Total Views                    |      136 |    4546.62 |        0.0 |    38094.0 |    7409.65 |        - | -                                       
Total Views For All Crossposts |      136 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
Video Length                   |       93 |          - |          - |          - |          - |       73 | 00:00:20 (Count: 4)                     
Sponsor Id                     |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Name                   |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Category               |        0 |          - |          - |          - |          - |        - | -                                       
Overperforming Score           |      136 |      -0.36 |      -5.91 |       8.34 |        2.4 |        - | -                                       
illuminating_scored_messageelection_inte... |        0 |          - |          - |          - |          - |        - | -                                       
advocacy_msg_type_illuminating |      136 |       0.57 |        0.0 |        1.0 |        0.5 |        - | -                                       
issue_msg_type_illuminating    |      136 |       0.18 |        0.0 |        1.0 |       0.39 |        - | -                                       
attack_msg_type_illuminating   |      136 |       0.29 |        0.0 |        1.0 |       0.45 |        - | -                                       
image_msg_type_illuminating    |      136 |       0.44 |        0.0 |        1.0 |        0.5 |        - | -                                       
cta_msg_type_illuminating      |      136 |       0.37 |        0.0 |        1.0 |       0.48 |        - | -                                       
engagement_cta_subtype_illuminating |      136 |       0.17 |        0.0 |        1.0 |       0.38 |        - | -                                       
fundraising_cta_subtype_illuminating |      136 |       0.15 |        0.0 |        1.0 |       0.36 |        - | -                                       
voting_cta_subtype_illuminating |      136 |       0.01 |        0.0 |        1.0 |       0.12 |        - | -                                       
covid_topic_illuminating       |      136 |       0.02 |        0.0 |        1.0 |       0.15 |        - | -                                       
economy_topic_illuminating     |      136 |       0.01 |        0.0 |        1.0 |       0.12 |        - | -                                       
education_topic_illuminating   |      136 |       0.01 |        0.0 |        1.0 |       0.09 |        - | -                                       
environment_topic_illuminating |      136 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
foreign_policy_topic_illuminating |      136 |       0.04 |        0.0 |        1.0 |       0.19 |        - | -                                       
governance_topic_illuminating  |      136 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
health_topic_illuminating      |      136 |       0.02 |        0.0 |        1.0 |       0.15 |        - | -                                       
immigration_topic_illuminating |      136 |       0.02 |        0.0 |        1.0 |       0.15 |        - | -                                       
lgbtq_issues_topic_illuminating |      136 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
military_topic_illuminating    |      136 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
race_and_ethnicity_topic_illuminating |      136 |       0.01 |        0.0 |        1.0 |       0.12 |        - | -                                       
safety_topic_illuminating      |      136 |       0.01 |        0.0 |        1.0 |       0.09 |        - | -                                       
social_and_cultural_topic_illuminating |      136 |       0.02 |        0.0 |        1.0 |       0.15 |        - | -                                       
technology_and_privacy_topic_illuminatin... |      136 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
womens_issue_topic_illuminating |      136 |       0.01 |        0.0 |        1.0 |       0.09 |        - | -                                       
incivility_illuminating        |      136 |       0.26 |        0.0 |        1.0 |       0.44 |        - | -                                       
scam_illuminating              |      136 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
freefair_illuminating          |      136 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
fraud_illuminating             |      136 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       

===== Group: ('NA', 'd6008f090fcb5df7263efe969d3fc268e0ec1f6d75c8ff692b2eeacc9c48b309') (Count: 929) =====
Column                         | Count    | Mean       | Min        | Max        | Std        | Unique   | Most Frequent                           
---------------------------------------------------------------------------------------------------------------------------------------------------
Facebook_Id                    |      929 |          - |          - |          - |          - |        1 | d6008f090fcb5df7263efe969d3fc268e0ec1f6d...
post_id                        |      929 |          - |          - |          - |          - |      929 | 4f7da6c2dcbdea88e5800575d0616f4a594be0b9...
Page Category                  |      847 |          - |          - |          - |          - |        1 | POLITICIAN (Count: 847)                 
Page Admin Top Country         |      847 |          - |          - |          - |          - |        1 | US (Count: 847)                         
Post Created                   |      929 |          - |          - |          - |          - |      928 | 2024-10-30T01:31:08.000Z (Count: 2)     
Post Created Date              |      929 |          - |          - |          - |          - |      311 | 2024-06-27 (Count: 16)                  
Post Created Time              |      929 |          - |          - |          - |          - |      839 | 19:30:01 (Count: 4)                     
Type                           |      847 |          - |          - |          - |          - |        6 | Photo (Count: 367)                      
Total Interactions             |      929 |   18173.82 |      961.0 |   109960.0 |   18058.85 |      829 | 8,024 (Count: 2)                        
Likes                          |      929 |    5086.69 |      377.0 |    97979.0 |    7142.53 |        - | -                                       
Comments                       |      929 |    3711.96 |        0.0 |    51060.0 |    2880.33 |        - | -                                       
Shares                         |      929 |     975.35 |        0.0 |    76150.0 |    3151.89 |        - | -                                       
Love                           |      929 |     942.35 |        0.0 |    49417.0 |    2313.21 |        - | -                                       
Wow                            |      929 |      20.25 |        0.0 |     2390.0 |      93.28 |        - | -                                       
Haha                           |      929 |     798.39 |        0.0 |    22518.0 |    1171.22 |        - | -                                       
Sad                            |      929 |      29.85 |        0.0 |     7393.0 |     265.88 |        - | -                                       
Angry                          |      929 |     124.67 |        0.0 |     6929.0 |     354.47 |        - | -                                       
Care                           |      929 |     161.27 |        0.0 |    51213.0 |    1922.91 |        - | -                                       
Video Share Status             |      263 |          - |          - |          - |          - |        3 | owned (Count: 248)                      
Is Video Owner?                |      847 |          - |          - |          - |          - |        3 | - (Count: 584)                          
Post Views                     |      847 |   11976.97 |        0.0 |   903429.0 |    40520.3 |        - | -                                       
Total Views                    |      847 |   16556.24 |        0.0 |   922094.0 |   46920.45 |        - | -                                       
Total Views For All Crossposts |      847 |      310.2 |        0.0 |    88728.0 |    4720.02 |        - | -                                       
Video Length                   |      263 |          - |          - |          - |          - |       93 | 00:00:30 (Count: 20)                    
Sponsor Id                     |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Name                   |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Category               |        0 |          - |          - |          - |          - |        - | -                                       
Overperforming Score           |      847 |       0.09 |      -9.53 |       29.1 |       2.43 |        - | -                                       
illuminating_scored_messageelection_inte... |        0 |          - |          - |          - |          - |        - | -                                       
advocacy_msg_type_illuminating |      929 |       0.66 |        0.0 |        1.0 |       0.47 |        - | -                                       
issue_msg_type_illuminating    |      929 |       0.56 |        0.0 |        1.0 |        0.5 |        - | -                                       
attack_msg_type_illuminating   |      929 |       0.29 |        0.0 |        1.0 |       0.45 |        - | -                                       
image_msg_type_illuminating    |      929 |       0.16 |        0.0 |        1.0 |       0.36 |        - | -                                       
cta_msg_type_illuminating      |      929 |       0.12 |        0.0 |        1.0 |       0.32 |        - | -                                       
engagement_cta_subtype_illuminating |      929 |       0.08 |        0.0 |        1.0 |       0.26 |        - | -                                       
fundraising_cta_subtype_illuminating |      929 |       0.01 |        0.0 |        1.0 |       0.12 |        - | -                                       
voting_cta_subtype_illuminating |      929 |       0.03 |        0.0 |        1.0 |       0.18 |        - | -                                       
covid_topic_illuminating       |      929 |       0.06 |        0.0 |        1.0 |       0.23 |        - | -                                       
economy_topic_illuminating     |      929 |       0.26 |        0.0 |        1.0 |       0.44 |        - | -                                       
education_topic_illuminating   |      929 |       0.04 |        0.0 |        1.0 |       0.19 |        - | -                                       
environment_topic_illuminating |      929 |       0.02 |        0.0 |        1.0 |       0.13 |        - | -                                       
foreign_policy_topic_illuminating |      929 |       0.01 |        0.0 |        1.0 |        0.1 |        - | -                                       
governance_topic_illuminating  |      929 |       0.03 |        0.0 |        1.0 |       0.17 |        - | -                                       
health_topic_illuminating      |      929 |       0.17 |        0.0 |        1.0 |       0.37 |        - | -                                       
immigration_topic_illuminating |      929 |       0.02 |        0.0 |        1.0 |       0.12 |        - | -                                       
lgbtq_issues_topic_illuminating |      929 |        0.0 |        0.0 |        1.0 |       0.07 |        - | -                                       
military_topic_illuminating    |      929 |       0.01 |        0.0 |        1.0 |       0.09 |        - | -                                       
race_and_ethnicity_topic_illuminating |      929 |       0.02 |        0.0 |        1.0 |       0.12 |        - | -                                       
safety_topic_illuminating      |      929 |       0.04 |        0.0 |        1.0 |       0.19 |        - | -                                       
social_and_cultural_topic_illuminating |      929 |       0.15 |        0.0 |        1.0 |       0.36 |        - | -                                       
technology_and_privacy_topic_illuminatin... |      929 |        0.0 |        0.0 |        1.0 |       0.07 |        - | -                                       
womens_issue_topic_illuminating |      929 |       0.09 |        0.0 |        1.0 |       0.29 |        - | -                                       
incivility_illuminating        |      929 |       0.14 |        0.0 |        1.0 |       0.35 |        - | -                                       
scam_illuminating              |      929 |       0.01 |        0.0 |        1.0 |       0.07 |        - | -                                       
freefair_illuminating          |      929 |       0.01 |        0.0 |        1.0 |       0.07 |        - | -                                       
fraud_illuminating             |      929 |        0.0 |        0.0 |        1.0 |       0.03 |        - | -                                       

===== Group: ('NA', 'b9d563b713eeb6c6b73092e53d377fddb137463b7d560b8c5be11e7842b26f50') (Count: 310) =====
Column                         | Count    | Mean       | Min        | Max        | Std        | Unique   | Most Frequent                           
---------------------------------------------------------------------------------------------------------------------------------------------------
Facebook_Id                    |      310 |          - |          - |          - |          - |        1 | b9d563b713eeb6c6b73092e53d377fddb137463b...
post_id                        |      310 |          - |          - |          - |          - |      310 | 5845904f3265a0fa4d401756025b10b72c8fb243...
Page Category                  |      288 |          - |          - |          - |          - |        1 | POLITICIAN (Count: 288)                 
Page Admin Top Country         |      288 |          - |          - |          - |          - |        1 | US (Count: 288)                         
Post Created                   |      310 |          - |          - |          - |          - |      309 | 2024-10-30T18:40:30.000Z (Count: 2)     
Post Created Date              |      310 |          - |          - |          - |          - |      112 | 2023-09-06 (Count: 13)                  
Post Created Time              |      310 |          - |          - |          - |          - |      306 | 22:05:13 (Count: 2)                     
Type                           |      288 |          - |          - |          - |          - |        6 | Native Video (Count: 122)               
Total Interactions             |      310 |     336.25 |       79.0 |     4388.0 |     321.71 |       15 | 4,569 (Count: 1)                        
Likes                          |      310 |     157.96 |       22.0 |     4486.0 |     345.18 |        - | -                                       
Comments                       |      310 |     188.44 |       12.0 |     1896.0 |     255.55 |        - | -                                       
Shares                         |      310 |      17.18 |        1.0 |      187.0 |      19.19 |        - | -                                       
Love                           |      310 |      22.72 |        0.0 |     1055.0 |      83.51 |        - | -                                       
Wow                            |      310 |       0.63 |        0.0 |       20.0 |       1.57 |        - | -                                       
Haha                           |      310 |      35.54 |        0.0 |      892.0 |      58.52 |        - | -                                       
Sad                            |      310 |       1.01 |        0.0 |       46.0 |       3.99 |        - | -                                       
Angry                          |      310 |       6.98 |        0.0 |      234.0 |      16.68 |        - | -                                       
Care                           |      310 |       3.25 |        0.0 |       73.0 |       8.93 |        - | -                                       
Video Share Status             |      122 |          - |          - |          - |          - |        1 | owned (Count: 122)                      
Is Video Owner?                |      288 |          - |          - |          - |          - |        2 | - (Count: 166)                          
Post Views                     |      288 |    1049.21 |        0.0 |    99278.0 |    5968.97 |        - | -                                       
Total Views                    |      288 |    1091.57 |        0.0 |    99753.0 |    6019.37 |        - | -                                       
Total Views For All Crossposts |      288 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
Video Length                   |      122 |          - |          - |          - |          - |       83 | 00:01:02 (Count: 5)                     
Sponsor Id                     |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Name                   |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Category               |        0 |          - |          - |          - |          - |        - | -                                       
Overperforming Score           |      288 |      -7.74 |     -36.51 |       6.75 |       7.04 |        - | -                                       
illuminating_scored_messageelection_inte... |        0 |          - |          - |          - |          - |        - | -                                       
advocacy_msg_type_illuminating |      310 |       0.68 |        0.0 |        1.0 |       0.47 |        - | -                                       
issue_msg_type_illuminating    |      310 |       0.55 |        0.0 |        1.0 |        0.5 |        - | -                                       
attack_msg_type_illuminating   |      310 |       0.17 |        0.0 |        1.0 |       0.38 |        - | -                                       
image_msg_type_illuminating    |      310 |        0.1 |        0.0 |        1.0 |        0.3 |        - | -                                       
cta_msg_type_illuminating      |      310 |       0.07 |        0.0 |        1.0 |       0.26 |        - | -                                       
engagement_cta_subtype_illuminating |      310 |       0.06 |        0.0 |        1.0 |       0.24 |        - | -                                       
fundraising_cta_subtype_illuminating |      310 |       0.01 |        0.0 |        1.0 |       0.08 |        - | -                                       
voting_cta_subtype_illuminating |      310 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
covid_topic_illuminating       |      310 |       0.02 |        0.0 |        1.0 |       0.15 |        - | -                                       
economy_topic_illuminating     |      310 |       0.11 |        0.0 |        1.0 |       0.31 |        - | -                                       
education_topic_illuminating   |      310 |       0.01 |        0.0 |        1.0 |        0.1 |        - | -                                       
environment_topic_illuminating |      310 |       0.01 |        0.0 |        1.0 |       0.11 |        - | -                                       
foreign_policy_topic_illuminating |      310 |       0.13 |        0.0 |        1.0 |       0.33 |        - | -                                       
governance_topic_illuminating  |      310 |       0.02 |        0.0 |        1.0 |       0.13 |        - | -                                       
health_topic_illuminating      |      310 |       0.05 |        0.0 |        1.0 |       0.22 |        - | -                                       
immigration_topic_illuminating |      310 |       0.04 |        0.0 |        1.0 |       0.19 |        - | -                                       
lgbtq_issues_topic_illuminating |      310 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
military_topic_illuminating    |      310 |       0.01 |        0.0 |        1.0 |        0.1 |        - | -                                       
race_and_ethnicity_topic_illuminating |      310 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
safety_topic_illuminating      |      310 |       0.03 |        0.0 |        1.0 |       0.16 |        - | -                                       
social_and_cultural_topic_illuminating |      310 |       0.06 |        0.0 |        1.0 |       0.23 |        - | -                                       
technology_and_privacy_topic_illuminatin... |      310 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
womens_issue_topic_illuminating |      310 |       0.05 |        0.0 |        1.0 |       0.22 |        - | -                                       
incivility_illuminating        |      310 |       0.08 |        0.0 |        1.0 |       0.27 |        - | -                                       
scam_illuminating              |      310 |       0.02 |        0.0 |        1.0 |       0.13 |        - | -                                       
freefair_illuminating          |      310 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
fraud_illuminating             |      310 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       

===== Group: ('NA', 'fedbfaab19b5112a6889b862314ca9d3a626b22df7f959db3d9b1c4c54e69948') (Count: 643) =====
Column                         | Count    | Mean       | Min        | Max        | Std        | Unique   | Most Frequent                           
---------------------------------------------------------------------------------------------------------------------------------------------------
Facebook_Id                    |      643 |          - |          - |          - |          - |        1 | fedbfaab19b5112a6889b862314ca9d3a626b22d...
post_id                        |      643 |          - |          - |          - |          - |      643 | aa19bf74263b14c80a9354f1d111dca11b7c15e7...
Page Category                  |      547 |          - |          - |          - |          - |        1 | POLITICAL_CANDIDATE (Count: 547)        
Page Admin Top Country         |      547 |          - |          - |          - |          - |        1 | US (Count: 547)                         
Post Created                   |      643 |          - |          - |          - |          - |      643 | 2023-09-21 13:59:30 EDT (Count: 1)      
Post Created Date              |      643 |          - |          - |          - |          - |      295 | 2024-06-27 (Count: 10)                  
Post Created Time              |      643 |          - |          - |          - |          - |      641 | 18:20:20 (Count: 2)                     
Type                           |      547 |          - |          - |          - |          - |        7 | Native Video (Count: 318)               
Total Interactions             |      643 |     9847.6 |      102.0 |   105142.0 |   16261.87 |      460 | 2,024 (Count: 3)                        
Likes                          |      643 |    3246.54 |       80.0 |    72898.0 |    6773.26 |        - | -                                       
Comments                       |      643 |     647.87 |        7.0 |    10688.0 |    1070.19 |        - | -                                       
Shares                         |      643 |     830.57 |        0.0 |    23031.0 |    1661.65 |        - | -                                       
Love                           |      643 |     427.48 |        0.0 |     8467.0 |     772.67 |        - | -                                       
Wow                            |      643 |      20.41 |        0.0 |     3337.0 |     148.73 |        - | -                                       
Haha                           |      643 |      19.95 |        0.0 |     1725.0 |      88.28 |        - | -                                       
Sad                            |      643 |      13.44 |        0.0 |     2440.0 |     107.12 |        - | -                                       
Angry                          |      643 |      16.09 |        0.0 |     1589.0 |      96.76 |        - | -                                       
Care                           |      643 |      52.95 |        0.0 |     9364.0 |     398.01 |        - | -                                       
Video Share Status             |      328 |          - |          - |          - |          - |        1 | owned (Count: 328)                      
Is Video Owner?                |      547 |          - |          - |          - |          - |        2 | Yes (Count: 328)                        
Post Views                     |      547 |   15293.95 |        0.0 |  2842336.0 |  124368.34 |        - | -                                       
Total Views                    |      547 |   18135.47 |        0.0 |  3040040.0 |  134000.94 |        - | -                                       
Total Views For All Crossposts |      547 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
Video Length                   |      328 |          - |          - |          - |          - |      198 | 00:01:43 (Count: 8)                     
Sponsor Id                     |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Name                   |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Category               |        0 |          - |          - |          - |          - |        - | -                                       
Overperforming Score           |      547 |       0.27 |     -19.97 |      29.95 |        3.3 |        - | -                                       
illuminating_scored_messageelection_inte... |        0 |          - |          - |          - |          - |        - | -                                       
advocacy_msg_type_illuminating |      643 |       0.64 |        0.0 |        1.0 |       0.48 |        - | -                                       
issue_msg_type_illuminating    |      643 |       0.44 |        0.0 |        1.0 |        0.5 |        - | -                                       
attack_msg_type_illuminating   |      643 |       0.16 |        0.0 |        1.0 |       0.37 |        - | -                                       
image_msg_type_illuminating    |      643 |        0.2 |        0.0 |        1.0 |        0.4 |        - | -                                       
cta_msg_type_illuminating      |      643 |       0.32 |        0.0 |        1.0 |       0.47 |        - | -                                       
engagement_cta_subtype_illuminating |      643 |       0.14 |        0.0 |        1.0 |       0.34 |        - | -                                       
fundraising_cta_subtype_illuminating |      643 |       0.15 |        0.0 |        1.0 |       0.36 |        - | -                                       
voting_cta_subtype_illuminating |      643 |       0.01 |        0.0 |        1.0 |        0.1 |        - | -                                       
covid_topic_illuminating       |      643 |       0.09 |        0.0 |        1.0 |       0.28 |        - | -                                       
economy_topic_illuminating     |      643 |       0.11 |        0.0 |        1.0 |       0.32 |        - | -                                       
education_topic_illuminating   |      643 |        0.0 |        0.0 |        1.0 |       0.07 |        - | -                                       
environment_topic_illuminating |      643 |       0.06 |        0.0 |        1.0 |       0.24 |        - | -                                       
foreign_policy_topic_illuminating |      643 |       0.01 |        0.0 |        1.0 |        0.1 |        - | -                                       
governance_topic_illuminating  |      643 |       0.04 |        0.0 |        1.0 |       0.19 |        - | -                                       
health_topic_illuminating      |      643 |       0.07 |        0.0 |        1.0 |       0.25 |        - | -                                       
immigration_topic_illuminating |      643 |       0.04 |        0.0 |        1.0 |       0.19 |        - | -                                       
lgbtq_issues_topic_illuminating |      643 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
military_topic_illuminating    |      643 |       0.01 |        0.0 |        1.0 |       0.09 |        - | -                                       
race_and_ethnicity_topic_illuminating |      643 |       0.02 |        0.0 |        1.0 |       0.14 |        - | -                                       
safety_topic_illuminating      |      643 |       0.02 |        0.0 |        1.0 |       0.15 |        - | -                                       
social_and_cultural_topic_illuminating |      643 |       0.03 |        0.0 |        1.0 |       0.17 |        - | -                                       
technology_and_privacy_topic_illuminatin... |      643 |        0.0 |        0.0 |        1.0 |       0.06 |        - | -                                       
womens_issue_topic_illuminating |      643 |       0.01 |        0.0 |        1.0 |       0.09 |        - | -                                       
incivility_illuminating        |      643 |       0.16 |        0.0 |        1.0 |       0.36 |        - | -                                       
scam_illuminating              |      643 |        0.0 |        0.0 |        1.0 |       0.07 |        - | -                                       
freefair_illuminating          |      643 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
fraud_illuminating             |      643 |        0.0 |        0.0 |        1.0 |       0.04 |        - | -                                       

===== Group: ('NA', '8e8dac0ee6f22255b9d9365845a7fb830627cc27d34934c4f097689ec8da6719') (Count: 269) =====
Column                         | Count    | Mean       | Min        | Max        | Std        | Unique   | Most Frequent                           
---------------------------------------------------------------------------------------------------------------------------------------------------
Facebook_Id                    |      269 |          - |          - |          - |          - |        1 | 8e8dac0ee6f22255b9d9365845a7fb830627cc27...
post_id                        |      269 |          - |          - |          - |          - |      269 | a18bf2648bf279da38f0ba99aaf274d6817646fb...
Page Category                  |      225 |          - |          - |          - |          - |        1 | POLITICIAN (Count: 225)                 
Page Admin Top Country         |      225 |          - |          - |          - |          - |        1 | US (Count: 225)                         
Post Created                   |      269 |          - |          - |          - |          - |      268 | 2024-10-31T14:16:14.000Z (Count: 2)     
Post Created Date              |      269 |          - |          - |          - |          - |      229 | 2023-09-27 (Count: 3)                   
Post Created Time              |      269 |          - |          - |          - |          - |      268 | 14:16:14 (Count: 2)                     
Type                           |      225 |          - |          - |          - |          - |        5 | Status (Count: 91)                      
Total Interactions             |      269 |    6406.48 |      198.0 |   104367.0 |   17661.45 |      190 | 1,762 (Count: 2)                        
Likes                          |      269 |    5441.34 |       81.0 |    88847.0 |   10861.67 |        - | -                                       
Comments                       |      269 |     989.59 |       48.0 |    27973.0 |    2310.12 |        - | -                                       
Shares                         |      269 |     235.59 |        5.0 |     3892.0 |     383.92 |        - | -                                       
Love                           |      269 |     1376.2 |        0.0 |    40724.0 |    3400.27 |        - | -                                       
Wow                            |      269 |       3.32 |        0.0 |      156.0 |      10.69 |        - | -                                       
Haha                           |      269 |      31.48 |        0.0 |      762.0 |      67.98 |        - | -                                       
Sad                            |      269 |      13.45 |        0.0 |     1254.0 |      82.85 |        - | -                                       
Angry                          |      269 |      11.84 |        0.0 |      539.0 |      48.02 |        - | -                                       
Care                           |      269 |     122.09 |        0.0 |     4928.0 |     415.95 |        - | -                                       
Video Share Status             |       41 |          - |          - |          - |          - |        2 | owned (Count: 37)                       
Is Video Owner?                |      225 |          - |          - |          - |          - |        3 | - (Count: 186)                          
Post Views                     |      225 |    2029.11 |        0.0 |   201330.0 |   13873.35 |        - | -                                       
Total Views                    |      225 |    2819.84 |        0.0 |   202833.0 |    16033.3 |        - | -                                       
Total Views For All Crossposts |      225 |        0.0 |        0.0 |        0.0 |        0.0 |        - | -                                       
Video Length                   |       41 |          - |          - |          - |          - |       36 | 00:00:30 (Count: 4)                     
Sponsor Id                     |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Name                   |        0 |          - |          - |          - |          - |        - | -                                       
Sponsor Category               |        0 |          - |          - |          - |          - |        - | -                                       
Overperforming Score           |      225 |       1.78 |      -6.13 |      47.82 |       5.66 |        - | -                                       
illuminating_scored_messageelection_inte... |        0 |          - |          - |          - |          - |        - | -                                       
advocacy_msg_type_illuminating |      269 |       0.64 |        0.0 |        1.0 |       0.48 |        - | -                                       
issue_msg_type_illuminating    |      269 |       0.37 |        0.0 |        1.0 |       0.48 |        - | -                                       
attack_msg_type_illuminating   |      269 |       0.16 |        0.0 |        1.0 |       0.36 |        - | -                                       
image_msg_type_illuminating    |      269 |        0.2 |        0.0 |        1.0 |        0.4 |        - | -                                       
cta_msg_type_illuminating      |      269 |       0.08 |        0.0 |        1.0 |       0.27 |        - | -                                       
engagement_cta_subtype_illuminating |      269 |       0.03 |        0.0 |        1.0 |       0.18 |        - | -                                       
fundraising_cta_subtype_illuminating |      269 |       0.01 |        0.0 |        1.0 |       0.09 |        - | -                                       
