
========== Header ==========

Header: ['id', 'url', 'source', 'retweetCount', 'replyCount', 'likeCount', 'quoteCount', 'viewCount', 'createdAt', 'lang', 'bookmarkCount', 'isReply', 'isRetweet', 'isQuote', 'isConversationControlled', 'quoteId', 'inReplyToId', 'month_year', 'illuminating_scored_message', 'election_integrity_Truth_illuminating', 'advocacy_msg_type_illuminating', 'issue_msg_type_illuminating', 'attack_msg_type_illuminating', 'image_msg_type_illuminating', 'cta_msg_type_illuminating', 'engagement_cta_subtype_illuminating', 'fundraising_cta_subtype_illuminating', 'voting_cta_subtype_illuminating', 'covid_topic_illuminating', 'economy_topic_illuminating', 'education_topic_illuminating', 'environment_topic_illuminating', 'foreign_policy_topic_illuminating', 'governance_topic_illuminating', 'health_topic_illuminating', 'immigration_topic_illuminating', 'lgbtq_issues_topic_illuminating', 'military_topic_illuminating', 'race_and_ethnicity_topic_illuminating', 'safety_topic_illuminating', 'social_and_cultural_topic_illuminating', 'technology_and_privacy_topic_illuminating', 'womens_issue_topic_illuminating', 'incivility_illuminating', 'scam_illuminating', 'freefair_illuminating', 'fraud_illuminating']


========== Descriptive Statistics for Entire Dataset ==========

|                                           | Mean                   | Min                   | Max                    |   Unique | Most Frequent                                                    |   Freq Cnt |
| military_topic_illuminating               | 1.0     | 1.0     | 1.0     |        1 | 1.0                                                              | 1          |
| race_and_ethnicity_topic_illuminating     | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| safety_topic_illuminating                 | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| social_and_cultural_topic_illuminating    | 1.0     | 1.0     | 1.0     |        1 | 1.0                                                              | 1          |
| technology_and_privacy_topic_illuminating | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| womens_issue_topic_illuminating           | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| incivility_illuminating                   | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| scam_illuminating                         | 0.0     | 0.0     | 0.0     |        1 | 0.0                                                              | 1          |
| freefair_illuminating                     | 0.0     | 0.0     | 0.0     |        1 | 0                                                                | 1          |
| fraud_illuminating                        | 0.0     | 0.0     | 0.0     |        1 | 0                                                                | 1          |


Group: ('Twitter for Advertisers',) (Count: 7)
|                                           | Mean    | Min     | Max      |   Unique | Most Frequent                                                    | Freq Cnt   |
|-------------------------------------------|---------|---------|----------|----------|------------------------------------------------------------------|------------|
| id                                        | -       | -       | -        |        7 | 887084e542079a41a9f66a617168b467bfd258ca923eba96887306c9ab061bb0 | 1          |
| url                                       | -       | -       | -        |        7 | 984f05b27019dc82bd0199fd7471d1a8d87366d716caae862eabb051b85a2a0b | 1          |
| source                                    | -       | -       | -        |        1 | Twitter for Advertisers                                          | 7          |
| retweetCount                              | 97.0    | 14.0    | 289.0    |        7 | 89                                                               | 1          |
| replyCount                                | 138.71  | 31.0    | 271.0    |        7 | 111                                                              | 1          |
| likeCount                                 | 755.57  | 97.0    | 2517.0   |        7 | 579                                                              | 1          |
| quoteCount                                | 11.43   | 0.0     | 35.0     |        6 | 8                                                                | 2          |
| viewCount                                 | 50335.0 | 11639.0 | 151709.0 |        7 | 83499                                                            | 1          |
| createdAt                                 | -       | -       | -        |        7 | 2023-09-21 14:52:44                                              | 1          |
| lang                                      | -       | -       | -        |        1 | en                                                               | 7          |
| bookmarkCount                             | 3.29    | 0.0     | 10.0     |        5 | 1                                                                | 2          |
| isReply                                   | -       | -       | -        |        1 | False                                                            | 7          |
| isRetweet                                 | -       | -       | -        |        1 | False                                                            | 7          |
| isQuote                                   | -       | -       | -        |        1 | False                                                            | 7          |
| isConversationControlled                  | -       | -       | -        |        1 | False                                                            | 7          |
| quoteId                                   | -       | -       | -        |        0 | -                                                                | -          |
| inReplyToId                               | -       | -       | -        |        0 | -                                                                | -          |
| month_year                                | -       | -       | -        |        3 | 2023-09                                                          | 3          |
| illuminating_scored_message               | -       | -       | -        |        7 | 7d6a053a2f4ecedc0097d3d11df1aecbaadce5673e226e307fcc2e36cf2febf6 | 1          |
| election_integrity_Truth_illuminating     | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| advocacy_msg_type_illuminating            | 0.71    | 0.0     | 1.0      |        2 | 1.0                                                              | 5          |
| issue_msg_type_illuminating               | 0.71    | 0.0     | 1.0      |        2 | 1.0                                                              | 5          |
| attack_msg_type_illuminating              | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| image_msg_type_illuminating               | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| cta_msg_type_illuminating                 | 0.14    | 0.0     | 1.0      |        2 | 0.0                                                              | 6          |
| engagement_cta_subtype_illuminating       | 0.14    | 0.0     | 1.0      |        2 | 0.0                                                              | 6          |
| fundraising_cta_subtype_illuminating      | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| voting_cta_subtype_illuminating           | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| covid_topic_illuminating                  | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| economy_topic_illuminating                | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| education_topic_illuminating              | 0.14    | 0.0     | 1.0      |        2 | 0.0                                                              | 6          |
| environment_topic_illuminating            | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| foreign_policy_topic_illuminating         | 0.14    | 0.0     | 1.0      |        2 | 0.0                                                              | 6          |
| governance_topic_illuminating             | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| health_topic_illuminating                 | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| immigration_topic_illuminating            | 0.14    | 0.0     | 1.0      |        2 | 0.0                                                              | 6          |
| lgbtq_issues_topic_illuminating           | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| military_topic_illuminating               | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| race_and_ethnicity_topic_illuminating     | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| safety_topic_illuminating                 | 0.14    | 0.0     | 1.0      |        2 | 0.0                                                              | 6          |
| social_and_cultural_topic_illuminating    | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| technology_and_privacy_topic_illuminating | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| womens_issue_topic_illuminating           | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| incivility_illuminating                   | 0.29    | 0.0     | 1.0      |        2 | 0.0                                                              | 5          |
| scam_illuminating                         | 0.0     | 0.0     | 0.0      |        1 | 0.0                                                              | 7          |
| freefair_illuminating                     | 0.0     | 0.0     | 0.0      |        1 | 0                                                                | 7          |
| fraud_illuminating                        | 0.0     | 0.0     | 0.0      |        1 | 0                                                                | 7          |


Group: ('Twitter for Android',) (Count: 5)
|                                           | Mean                   | Min                    | Max                    |   Unique | Most Frequent                                                    | Freq Cnt   |
|-------------------------------------------|------------------------|------------------------|------------------------|----------|------------------------------------------------------------------|------------|
| id                                        | -                      | -                      | -                      |        5 | 2451883a465f0f53ce16b73162e3f691dd7d1ba33d1713ef8394e1e845c82545 | 1          |
| url                                       | -                      | -                      | -                      |        5 | 248fe90f6f61edf65212bc6ec96f3712d59743a99d00fc2d0e470742cc0bc717 | 1          |
| source                                    | -                      | -                      | -                      |        1 | Twitter for Android                                              | 5          |
| retweetCount                              | 10.6                   | 6.0                    | 18.0                   |        4 | 6                                                                | 2          |
| replyCount                                | 8.4                    | 4.0                    | 18.0                   |        4 | 4                                                                | 2          |
| likeCount                                 | 63.8                   | 33.0                   | 115.0                  |        5 | 34                                                               | 1          |
| quoteCount                                | 0.4                    | 0.0                    | 1.0                    |        2 | 0                                                                | 3          |
| viewCount                                 | 19899.4                | 13161.0                | 35799.0                |        5 | 13488                                                            | 1          |
| createdAt                                 | -                      | -                      | -                      |        5 | 2023-09-23 16:02:32                                              | 1          |
| lang                                      | -                      | -                      | -                      |        1 | en                                                               | 5          |
| bookmarkCount                             | 1.0                    | 1.0                    | 1.0                    |        1 | 1                                                                | 5          |
| isReply                                   | -                      | -                      | -                      |        1 | False                                                            | 5          |
| isRetweet                                 | -                      | -                      | -                      |        1 | False                                                            | 5          |
| isQuote                                   | -                      | -                      | -                      |        2 | False                                                            | 4          |
| isConversationControlled                  | -                      | -                      | -                      |        1 | False                                                            | 5          |
| quoteId                                   | 1.7049022661745093e+18 | 1.7049022661745093e+18 | 1.7049022661745093e+18 |        1 | 1.7049022661745093e+18                                           | 1          |
| inReplyToId                               | -                      | -                      | -                      |        0 | -                                                                | -          |
| month_year                                | -                      | -                      | -                      |        1 | 2023-09                                                          | 5          |
| illuminating_scored_message               | -                      | -                      | -                      |        5 | fe36a0f2b05c9f55cc6c1646405b19dfa65cf068e6be8342ab280b07db01ff75 | 1          |
| election_integrity_Truth_illuminating     | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| advocacy_msg_type_illuminating            | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| issue_msg_type_illuminating               | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| attack_msg_type_illuminating              | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| image_msg_type_illuminating               | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| cta_msg_type_illuminating                 | 0.2                    | 0.0                    | 1.0                    |        2 | 0.0                                                              | 4          |
| engagement_cta_subtype_illuminating       | 0.2                    | 0.0                    | 1.0                    |        2 | 0.0                                                              | 4          |
| fundraising_cta_subtype_illuminating      | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| voting_cta_subtype_illuminating           | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| covid_topic_illuminating                  | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| economy_topic_illuminating                | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| education_topic_illuminating              | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| environment_topic_illuminating            | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| foreign_policy_topic_illuminating         | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| governance_topic_illuminating             | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| health_topic_illuminating                 | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| immigration_topic_illuminating            | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| lgbtq_issues_topic_illuminating           | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| military_topic_illuminating               | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| race_and_ethnicity_topic_illuminating     | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| safety_topic_illuminating                 | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| social_and_cultural_topic_illuminating    | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| technology_and_privacy_topic_illuminating | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| womens_issue_topic_illuminating           | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| incivility_illuminating                   | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| scam_illuminating                         | 0.0                    | 0.0                    | 0.0                    |        1 | 0.0                                                              | 5          |
| freefair_illuminating                     | 0.0                    | 0.0                    | 0.0                    |        1 | 0                                                                | 5          |
| fraud_illuminating                        | 0.0                    | 0.0                    | 0.0                    |        1 | 0                                                                | 5          |


Group: ('Twitter for iPad',) (Count: 266)
|                                           | Mean                   | Min                    | Max                   |   Unique | Most Frequent                                                    |   Freq Cnt |
|-------------------------------------------|------------------------|------------------------|-----------------------|----------|------------------------------------------------------------------|------------|
| id                                        | -                      | -                      | -                     |      266 | c90afd4e2ea534bab755dd68e4f604729da76dfb598489fad62a2d2dda532370 |          1 |
| url                                       | -                      | -                      | -                     |      266 | 102c9287c9c3e065c46070144047d081ac1454dc5b1fd754a8309031f06104e9 |          1 |
| source                                    | -                      | -                      | -                     |        1 | Twitter for iPad                                                 |        266 |
| retweetCount                              | 65.38                  | 0.0                    | 723.0                 |      126 | 0                                                                |         19 |
| replyCount                                | 21.3                   | 0.0                    | 352.0                 |       62 | 1                                                                |         25 |
| likeCount                                 | 222.7                  | 0.0                    | 3067.0                |      185 | 1                                                                |          9 |
| quoteCount                                | 8.26                   | 0.0                    | 156.0                 |       37 | 0                                                                |         52 |
| viewCount                                 | 21353.53               | 36.0                   | 538373.0              |      265 | 6994                                                             |          2 |
| createdAt                                 | -                      | -                      | -                     |      263 | 2023-11-22 22:56:26                                              |          2 |
| lang                                      | -                      | -                      | -                     |        1 | en                                                               |        266 |
| bookmarkCount                             | 5.23                   | 0.0                    | 268.0                 |       26 | 0                                                                |         69 |
| isReply                                   | -                      | -                      | -                     |        2 | False                                                            |        199 |
| isRetweet                                 | -                      | -                      | -                     |        1 | False                                                            |        266 |
| isQuote                                   | -                      | -                      | -                     |        2 | False                                                            |        255 |
| isConversationControlled                  | -                      | -                      | -                     |        2 | False                                                            |        265 |
| quoteId                                   | 1.7626916554632643e+18 | 1.7541897392115423e+18 | 1.769720197399589e+18 |       11 | 1.7618457994478472e+18                                           |          1 |
| inReplyToId                               | 1.730245973525038e+18  | 1.690431477278761e+18  | 1.829368657769616e+18 |       65 | 1.707499736545084e+18                                            |          1 |
| month_year                                | -                      | -                      | -                     |        8 | 2024-01                                                          |         47 |
| illuminating_scored_message               | -                      | -                      | -                     |      266 | c56f8981dc83125637e6546f363f736159ff9f581adcc3bd60892094e43f3d74 |          1 |
| election_integrity_Truth_illuminating     | 0.02                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        262 |
| advocacy_msg_type_illuminating            | 0.53                   | 0.0                    | 1.0                   |        2 | 1.0                                                              |        141 |
| issue_msg_type_illuminating               | 0.38                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        164 |
| attack_msg_type_illuminating              | 0.03                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        257 |
| image_msg_type_illuminating               | 0.06                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        250 |
| cta_msg_type_illuminating                 | 0.15                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        226 |
| engagement_cta_subtype_illuminating       | 0.09                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        241 |
| fundraising_cta_subtype_illuminating      | 0.0                    | 0.0                    | 1.0                   |        2 | 0.0                                                              |        265 |
| voting_cta_subtype_illuminating           | 0.04                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        255 |
| covid_topic_illuminating                  | 0.0                    | 0.0                    | 0.0                   |        1 | 0.0                                                              |        266 |
| economy_topic_illuminating                | 0.14                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        228 |
| education_topic_illuminating              | 0.03                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        259 |
| environment_topic_illuminating            | 0.04                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        255 |
| foreign_policy_topic_illuminating         | 0.01                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        264 |
| governance_topic_illuminating             | 0.01                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        264 |
| health_topic_illuminating                 | 0.05                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        252 |
| immigration_topic_illuminating            | 0.03                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        259 |
| lgbtq_issues_topic_illuminating           | 0.0                    | 0.0                    | 0.0                   |        1 | 0.0                                                              |        266 |
| military_topic_illuminating               | 0.01                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        263 |
| race_and_ethnicity_topic_illuminating     | 0.01                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        263 |
| safety_topic_illuminating                 | 0.01                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        264 |
| social_and_cultural_topic_illuminating    | 0.03                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        258 |
| technology_and_privacy_topic_illuminating | 0.0                    | 0.0                    | 1.0                   |        2 | 0.0                                                              |        265 |
| womens_issue_topic_illuminating           | 0.0                    | 0.0                    | 1.0                   |        2 | 0.0                                                              |        265 |
| incivility_illuminating                   | 0.05                   | 0.0                    | 1.0                   |        2 | 0.0                                                              |        254 |
| scam_illuminating                         | 0.0                    | 0.0                    | 0.0                   |        1 | 0.0                                                              |        266 |
| freefair_illuminating                     | 0.0                    | 0.0                    | 0.0                   |        1 | 0                                                                |        266 |
| fraud_illuminating                        | 0.0                    | 0.0                    | 0.0                   |        1 | 0                                                                |        266 |


Group: ('Twitter for iPhone',) (Count: 8494)
|                                           | Mean                   | Min                   | Max                    |   Unique | Most Frequent                                                    |   Freq Cnt |
|-------------------------------------------|------------------------|-----------------------|------------------------|----------|------------------------------------------------------------------|------------|
| id                                        | -                      | -                     | -                      |     8494 | 3aaf0b6e50bf7a0bee2eecef6578c41e89cdf1e303944426333a28dbee1c9f3b |          1 |
| url                                       | -                      | -                     | -                      |     8494 | b9620932f75dc6bc99760c86f7f38c7a659b4fd8bb79be226cff2cbe2885141e |          1 |
| source                                    | -                      | -                     | -                      |        1 | Twitter for iPhone                                               |       8494 |
| retweetCount                              | 612.62                 | 0.0                   | 67113.0                |     1799 | 0                                                                |        694 |
| replyCount                                | 289.79                 | 0.0                   | 30215.0                |     1214 | 1                                                                |        386 |
| likeCount                                 | 3741.96                | 0.0                   | 588065.0               |     3445 | 1                                                                |        129 |
| quoteCount                                | 43.78                  | 0.0                   | 6552.0                 |      459 | 0                                                                |       1504 |
| viewCount                                 | 245622.12              | 9.0                   | 31294362.0             |     7948 | 91                                                               |          7 |
| createdAt                                 | -                      | -                     | -                      |     8431 | 2023-09-25 15:22:49                                              |          3 |
| lang                                      | -                      | -                     | -                      |        9 | en                                                               |       8482 |
| bookmarkCount                             | 69.8                   | 0.0                   | 22901.0                |      585 | 0                                                                |       2031 |
| isReply                                   | -                      | -                     | -                      |        2 | False                                                            |       6687 |
| isRetweet                                 | -                      | -                     | -                      |        1 | False                                                            |       8494 |
| isQuote                                   | -                      | -                     | -                      |        2 | False                                                            |       6665 |
| isConversationControlled                  | -                      | -                     | -                      |        2 | False                                                            |       8487 |
| quoteId                                   | 1.75061965470885e+18   | 7.957424011553833e+17 | 1.8535761683325583e+18 |     1815 | 1.711730672279122e+18                                            |          4 |
| inReplyToId                               | 1.7480877758890186e+18 | 1.2400673584227e+18   | 1.8531339084197724e+18 |     1783 | 1.789104982999876e+18                                            |          3 |
| month_year                                | -                      | -                     | -                      |       15 | 2023-11                                                          |       1347 |
| illuminating_scored_message               | -                      | -                     | -                      |     8443 | 1d2cc25fad0d66a295d4fafdd590d71d0e027a1d2a58cf5db0c58ba09b930e04 |         11 |
| election_integrity_Truth_illuminating     | 0.04                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       7832 |
| advocacy_msg_type_illuminating            | 0.5                    | 0.0                   | 1.0                    |        2 | 0.0                                                              |       4086 |
| issue_msg_type_illuminating               | 0.43                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       4683 |
| attack_msg_type_illuminating              | 0.23                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       6259 |
| image_msg_type_illuminating               | 0.18                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       6658 |
| cta_msg_type_illuminating                 | 0.11                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       7297 |
| engagement_cta_subtype_illuminating       | 0.08                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       7546 |
| fundraising_cta_subtype_illuminating      | 0.01                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       8119 |
| voting_cta_subtype_illuminating           | 0.01                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       8091 |
| covid_topic_illuminating                  | 0.01                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       8113 |
| economy_topic_illuminating                | 0.1                    | 0.0                   | 1.0                    |        2 | 0.0                                                              |       7339 |
| education_topic_illuminating              | 0.02                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       8018 |
| environment_topic_illuminating            | 0.03                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       7954 |
| foreign_policy_topic_illuminating         | 0.05                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       7724 |
| governance_topic_illuminating             | 0.02                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       7968 |
| health_topic_illuminating                 | 0.04                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       7881 |
| immigration_topic_illuminating            | 0.04                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       7829 |
| lgbtq_issues_topic_illuminating           | 0.0                    | 0.0                   | 1.0                    |        2 | 0.0                                                              |       8143 |
| military_topic_illuminating               | 0.01                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       8102 |
| race_and_ethnicity_topic_illuminating     | 0.02                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       8026 |
| safety_topic_illuminating                 | 0.02                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       7970 |
| social_and_cultural_topic_illuminating    | 0.03                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       7902 |
| technology_and_privacy_topic_illuminating | 0.0                    | 0.0                   | 1.0                    |        2 | 0.0                                                              |       8153 |
| womens_issue_topic_illuminating           | 0.01                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       8103 |
| incivility_illuminating                   | 0.14                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       7009 |
| scam_illuminating                         | 0.01                   | 0.0                   | 1.0                    |        2 | 0.0                                                              |       8085 |
| freefair_illuminating                     | 0.0                    | 0.0                   | 1.0                    |        2 | 0                                                                |       8486 |
| fraud_illuminating                        | 0.0                    | 0.0                   | 1.0                    |        2 | 0                                                                |       8465 |


========== Script Completed ==========

All stats saved in readable format.

